appid,name,developer,genres_steam,price,release_year,metacritic_score,total_recommendations,is_free,genre,country
246620,Plague Inc: Evolved,Ndemic Creations,"Casual, Indie, Simuladores, Estrategia",14.79,2016,0,52956,False,Estrategia,Reino Unido
105700,Tobe's Vertical Adventure,Secret Base,"Acción, Aventura, Indie",0.99,2011,75,0,False,Acción,Desconocido
3381010,Catch Me,Doorway Games,"Acción, Indie, Simuladores, Deportes",5.89,2025,0,133,False,Acción,Desconocido
25800,Europa Universalis III Complete,Paradox Development Studio,Estrategia,14.99,2009,83,1364,False,Estrategia,Suecia
658690,Rage in Peace,Rolling Glory Jam,"Acción, Aventura, Indie",12.79,2018,0,277,False,Acción,Desconocido
39210,FINAL FANTASY XIV Online,Square Enix,"Multijugador masivo, Rol",9.99,2014,83,76730,False,Rpg,Japón
1025440,Fantasy General II,Owned by Gravity,Estrategia,38.99,2019,80,1004,False,Estrategia,Desconocido
341080,NeXus: One Core,Hyde Games,Acción,4.99,2015,0,0,False,Acción,Desconocido
628960,Journey to Alien Worlds,Ideographer,"Aventura, Casual, Indie, Simuladores",0.49,2023,0,0,False,Aventura,Desconocido
485330,Star Drifter,Nostalgia Hound,"Acción, Casual, Indie",0.99,2016,0,118,False,Acción,Desconocido
706320,Trivia Vault: Mini Mixed Trivia,Ripknot Systems,"Acción, Casual, Indie, Simuladores, Estrategia",13.79,2017,0,0,False,Estrategia,Desconocido
727170,Old School FOTD,Andrey Bely,"Violencia, Sangrientos, Acción, Aventura, Indie",0.99,2017,0,0,False,Acción,Rusia
546340,"Dynamic Very, Very, Hard game!!",White Dog Games,"Acción, Aventura, Casual, Indie",4.99,2016,0,0,False,Aventura,Desconocido
269890,AR-K,GATO STUDIO,"Aventura, Indie",7.99,2014,0,199,False,Aventura,Desconocido
574270,Lost Grimoires 2: Shard of Mystery,World-Loom,"Aventura, Casual",3.69,2017,0,135,False,Aventura,Desconocido
33130,Zombie Shooter,Sigma Team Inc.,"Acción, Indie, Rol",4.99,2009,0,882,False,Acción,Desconocido
323280,Sea Legends: Phantasmal Light Collector's Edition,Shaman Games Studio,"Aventura, Casual, Indie",5.99,2014,0,0,False,Aventura,Desconocido
336080,Vietnam ‘65,Every Single Soldier,Estrategia,9.99,2015,81,385,False,Estrategia,Desconocido
449040,Jesus Christ RPG Trilogy,Wholetone Games,"Acción, Rol",5.89,2016,0,0,False,Acción,Desconocido
1630,Disciples II: Rise of the Elves ,Strategy First,Estrategia,5.89,2006,80,1239,False,Estrategia,Reino Unido
1448440,Wo Long: Fallen Dynasty,"KOEI TECMO GAMES CO., LTD.","Acción, Aventura, Rol",49.99,2023,79,20449,False,Acción,Japón
647890,The Agency of Anomalies: The Last Performance Collector's Edition,Orneon,"Aventura, Casual",19.5,2017,0,0,False,Aventura,Desconocido
526880,Chess Knight 2,EnsenaSoft,"Casual, Estrategia",2.39,2016,0,0,False,Estrategia,Desconocido
591000,Deep Sixed,"LRDGames, Inc.","Acción, Aventura, Indie, Simuladores, Estrategia",4.99,2018,0,0,False,Aventura,Desconocido
350010,Time Mysteries: Inheritance - Remastered,Artifex Mundi,"Aventura, Casual",1.47,2015,0,371,False,Aventura,Desconocido
353790,Spud!,Charybdis Ltd,Aventura,3.99,2015,0,0,False,Aventura,Desconocido
610570,Paradox Soul,Ritual Games,"Acción, Aventura, Indie",0.69,2018,0,0,False,Acción,Desconocido
795220,Wildlife Tycoon: Venture Africa,Pocketwatch Games,"Casual, Indie, Simuladores, Estrategia",1.59,2018,0,0,False,Estrategia,Desconocido
655180,ThinkAhead,Radaev Valentine,"Casual, Indie",1.99,2017,0,0,False,Acción,Rusia
330350,Robotex,YFYX GAMES,"Acción, Aventura, Casual, Indie",4.99,2014,0,737,False,Aventura,Desconocido
727340,Stitched HD,Fluffex Studios,"Aventura, Casual, Indie",0.89,2017,0,0,False,Aventura,Desconocido
3620,Zuma's Revenge!,"PopCap Games, Inc.","Acción, Casual",4.99,2009,78,2879,False,Acción,Canadá
318430,Squishy the Suicidal Pig,Tomi Maarela,"Aventura, Indie",5.89,2014,0,2652,False,Aventura,Finlandia
448000,Sparkle ZERO,MMEU,"Acción, Indie, Simuladores",4.99,2016,0,178,False,Acción,Desconocido
602880,Powernaut VANGARDT,ConfoundGreatJob,"Acción, Aventura, Indie",0.99,2017,0,0,False,Acción,Desconocido
247660,Deadly Premonition: The Director's Cut,Rising Star Games,"Acción, Aventura",24.99,2013,59,3168,False,Acción,Reino Unido
460700,Song of the Deep,Insomniac Games,Aventura,14.99,2016,71,507,False,Aventura,Estados Unidos
345220,Agent Awesome,Chaos Industries,Estrategia,0.99,2015,0,0,False,Estrategia,Desconocido
1130410,Cyber Hook,Blazing Stick,"Acción, Indie",12.49,2020,0,3013,False,Acción,Desconocido
818890,Box Maze Extreme,GamersHype Productions,"Acción, Aventura, Casual, Indie, Estrategia",9.99,2018,0,0,False,Acción,Desconocido
241910,Goodbye Deponia,Daedalic Entertainment,"Aventura, Indie",19.99,2013,80,1918,False,Aventura,Alemania
681660,Bless Online,NEOWIZ BLESS STUDIO,"Acción, Aventura, Free to Play, Multijugador masivo, Rol",0.0,2018,0,7139,False,Acción,Corea del Sur
860860,Suicide Guy: Sleepin' Deeply,Fabio Ferrara,"Acción, Aventura, Indie",0.7,2018,0,362,False,Acción,Italia
281430,Clans,Computerhouse,Rol,2.99,2014,0,119,False,Acción,Desconocido
636960,Wo Yao Da  我要大,PING YI LIN,"Acción, Aventura, Indie, Rol",2.99,2017,0,281,False,Acción,Taiwán
689520,★ Fallalypse ★,Hede,"Acción, Aventura, Casual, Indie, Multijugador masivo, Carreras, Rol, Simuladores, Deportes, Estrategia, Acceso anticipado",194.99,2017,0,0,False,Acción,Finlandia
374830,Defend The Highlands,Kilted Camel,"Indie, Estrategia",3.99,2015,0,0,False,Estrategia,Escocia
248330,Dino Run DX,Pixeljam,"Acción, Indie, Carreras",5.89,2015,0,1099,False,Acción,España
369580,NotTheNameWeWanted,NotGames,Casual,0.0,2015,0,2179,False,Acción,Desconocido
595780,Rogue Port - Blue Nightmare,Volens Nolens Games,"Acción, Aventura, Indie, Rol",0.49,2017,0,0,False,Acción,Desconocido
961010,The Hand of Glory,Madit Entertainment,Aventura,16.99,2020,0,157,False,Aventura,Desconocido
408120,Cibele,Star Maid Games,Indie,8.79,2015,71,330,False,Acción,Desconocido
338760,Death Ray Manta SE,The Future Of Videogames,"Acción, Indie",4.99,2015,0,0,False,Acción,Desconocido
529730,Seabed Prelude,MythicOwl,"Aventura, Casual, Indie, Simuladores",0.0,2017,0,0,False,Aventura,Desconocido
523150,Mahjong World Contest (麻将),Creobit,"Casual, Indie, Deportes, Estrategia",14.79,2016,0,191,False,Estrategia,Desconocido
30,Day of Defeat,Valve,Acción,4.99,2003,79,4395,False,Acción,Estados Unidos
2994810,Zoey: Horny Roommates,NSFW18 Games,"Casual, Indie",3.99,2024,0,149,False,Acción,Desconocido
513230,The Underground Man,Mehsoft,"Aventura, Indie",1.99,2016,0,1306,False,Aventura,Desconocido
656600,Slash It Ultimate,EGAMER,"Acción, Casual, Indie",29.99,2017,0,445,False,Acción,Desconocido
1089660,Queen's Quest 5: Symphony of Death,Brave Giant LTD,"Aventura, Casual",3.69,2019,0,104,False,Aventura,Desconocido
689100,Ravager,Nikhil Tailor,"Acción, Aventura, Indie",3.99,2017,0,0,False,Acción,Desconocido
286810,Hard Truck Apocalypse: Rise Of Clans / Ex Machina: Meridian 113,Targem Games,"Acción, Carreras",5.99,2014,0,731,False,Acción,Brasil
1158370,Aragami 2,Lince Works,"Acción, Indie",33.99,2021,0,3348,False,Acción,Japón
211800,Dead Hungry Diner,Black Market Games,"Casual, Indie",3.99,2012,0,0,False,Acción,Desconocido
569810,LEAVES - The Return,ZAR 21,"Aventura, Indie",4.99,2017,0,325,False,Aventura,Desconocido
704190,Bitcoin Collector,Blender Games,"Acción, Aventura, Casual, Indie, Estrategia",1.99,2017,0,0,False,Acción,Desconocido
2936260,Lust Mansion 🔞,Lust Desires 🖤,"Casual, Indie, Rol, Simuladores",3.41,2024,0,108,False,Simulación,Desconocido
1533680,Dead Grid,Atom Void,"Indie, Rol, Estrategia",12.5,2026,0,422,False,Estrategia,Desconocido
1458300,The Gap,Label This,"Aventura, Casual, Indie",5.99,2023,80,135,False,Aventura,Desconocido
340410,SuperBike TT,Ghost Machine,"Carreras, Deportes, Acceso anticipado",12.99,2015,0,0,False,Deportes,Desconocido
518120,Chimpact 1 - Chuck's Adventure,Yippee Entertainment LTD,"Acción, Aventura, Casual",5.99,2016,0,0,False,Acción,Desconocido
522090,Medieval Defenders,Creobit,"Acción, Casual, Indie, Rol, Estrategia",14.79,2016,0,116,False,Acción,Desconocido
818320,LEGO® The Incredibles,TT Games,"Acción, Aventura",39.99,2018,0,1422,False,Acción,Reino Unido
446790,Diluvion: Resubmerged,Arachnid Games,"Acción, Aventura, Indie, Rol",19.99,2017,66,1024,False,Acción,Desconocido
293600,Arson and Plunder: Unleashed,Chainsaw Syndicate,"Acción, Indie",0.69,2015,0,0,False,Acción,Desconocido
661000,Flow:The Sliding,Cubamano,"Casual, Indie",3.99,2017,0,112,False,Acción,España
517710,Redout: Enhanced Edition,34BigThings srl,Carreras,19.99,2016,81,3400,False,Deportes,Italia
238630,Fist Puncher,Team2Bit,"Acción, Indie",9.99,2013,73,204,False,Acción,Desconocido
798240,CRYEP,IMLBE,"Acción, Aventura, Indie, Multijugador masivo",12.99,2018,0,0,False,Acción,Desconocido
46440,Future Wars,Radon Labs,Estrategia,0.69,2010,0,231,False,Estrategia,Rusia
258890,Type:Rider,Ex Nihilo,"Acción, Aventura, Casual, Indie",4.99,2013,0,561,False,Aventura,Desconocido
361550,Cradle,Flying Cafe for Semianimals,"Aventura, Indie",12.99,2015,65,1845,False,Aventura,Desconocido
575840,NeverEnd,Duck,"Aventura, Indie",1.99,2017,44,0,False,Aventura,Desconocido
32350,STAR WARS™ Starfighter™,LucasArts,"Acción, Simuladores",5.89,2009,71,497,False,Acción,Estados Unidos
236790,Agricultural Simulator 2013 - Steam Edition,Actalogic,"Casual, Simuladores",4.99,2013,0,394,False,Simulación,Desconocido
725540,Morps,Random developers,Estrategia,3.99,2017,0,0,False,Estrategia,Desconocido
747350,Hellblade: Senua's Sacrifice VR Edition,Ninja Theory,"Acción, Aventura, Indie",0.0,2018,87,1241,False,Acción,Reino Unido
9460,Frontlines™: Fuel of War™,Kaos Studios,Acción,9.99,2008,73,859,False,Acción,Desconocido
789740,Maidens of a Hollow Dream,Akiragoya,"Acción, Casual, Indie",9.75,2018,0,0,False,Acción,Japón
416210,Block'hood,Plethora Project,"Indie, Simuladores, Estrategia",14.79,2017,75,1170,False,Estrategia,Desconocido
851950,Heroine of the Sniper,kido,"Acción, Indie",8.19,2019,0,376,False,Acción,Desconocido
1107790,The Complex,Wales Interactive,Aventura,14.79,2020,62,3202,False,Aventura,Desconocido
541450,Operation Abyss: New Tokyo Legacy,MAGES. Inc.,Rol,19.99,2017,0,168,False,Acción,Japón
1898300,ASKA,Sand Sailor Studio,"Aventura, Simuladores, Estrategia, Acceso anticipado",14.99,2024,0,9477,False,Estrategia,Desconocido
6850,Hitman 2: Silent Assassin,Io-Interactive A/S,Acción,0.89,2007,87,3531,False,Acción,Dinamarca
655440,Panzer Killer,Digital Fusion Inc.,"Acción, Casual, Simuladores",2.99,2017,0,0,False,Acción,Desconocido
454870,Magic Quest,Stereo7 Games,"Acción, Casual, Indie, Estrategia",1.99,2016,0,0,False,Acción,Desconocido
268050,The Evil Within,Tango Gameworks,Acción,19.99,2014,68,20450,False,Acción,Japón
893070,The End: Inari's Quest,Mata,"Acción, Aventura, Indie",0.71,2018,0,0,False,Acción,Desconocido
1972710,Ever Seen A Cat? 2,EverCats,Casual,4.99,2022,0,449,False,Acción,Desconocido
356280,Desert Law,Arise,"Rol, Estrategia",2.99,2015,0,0,False,Estrategia,Japón
312410,Defense Zone,Artem Kotov,"Indie, Estrategia",3.29,2014,0,0,False,Estrategia,Rusia
733090,Mustache Politics Shooter,Tero Lunkka,"Acción, Casual, Indie",4.99,2017,0,0,False,Acción,Finlandia
41100,Hammerfight,Konstantin Koshutin,"Acción, Indie",0.0,2009,0,379,True,Acción,Rusia
310700,Super Win the Game,Minor Key Games,"Acción, Indie",7.99,2014,0,525,False,Acción,Desconocido
341310,Greyfox RPG,Lesley Dodd,"Aventura, Indie, Rol",1.99,2015,0,1711,False,Aventura,Desconocido
248450,Salvation Prophecy,Firedance Games,"Acción, Indie, Rol, Simuladores",18.99,2013,0,200,False,Acción,Desconocido
63910,King's Bounty: Crossworlds,Katauri Interactive,"Rol, Estrategia",14.99,2010,78,1269,False,Estrategia,Desconocido
674230,Light of the Mountain,Songhouse Games,Aventura,9.99,2018,0,0,False,Aventura,Desconocido
71240,SEGA Bass Fishing,SEGA,"Simuladores, Deportes",0.0,2011,0,515,False,Simulación,Japón
2655580,Befriended Curse,Yellow Basement Games,"Aventura, Indie",4.99,2024,0,250,False,Aventura,Desconocido
444160,Bonsai,Rooted Concepts,"Casual, Indie, Simuladores",0.99,2016,0,0,False,Simulación,Desconocido
1030970,Dream Rose,Supreme,"Aventura, Indie, Rol",4.99,2019,0,0,False,Aventura,Desconocido
348950,Ame no Marginal -Rain Marginal-,stage-nana,Indie,12.79,2015,0,195,False,Acción,Desconocido
585840,Leaving Lyndow,Eastshade Studios,"Aventura, Indie",3.99,2017,74,1092,False,Aventura,Desconocido
2512290,Sex Story - Ruby and Hunter - Episode 4,EroticGamesClub,"Casual, Indie",0.99,2023,0,0,False,Acción,Desconocido
491390,Alchemist Penguin,"Foot in the Box, LLC","Acción, Indie",1.99,2016,0,0,False,Acción,Estados Unidos
1985820,Call of Duty®: Vanguard,Sledgehammer Games,Acción,59.99,2023,0,3805,False,Acción,Estados Unidos
375420,The Architect,Spooky Star,Indie,0.0,2015,0,0,False,Acción,Desconocido
277870,Diehard Dungeon,Tricktale,"Acción, Aventura, Indie, Rol",1.59,2014,0,423,False,Acción,Vietnam
431960,Wallpaper Engine,Wallpaper Engine Team,"Casual, Indie, Animación y modelado, Diseño e ilustración, Edición fotográfica, Utilidades",3.99,2018,0,895390,False,Simulación,Desconocido
1266600,亦春秋 Power Of Seasons,丹橘游戏,"Acción, Aventura, Casual, Rol, Estrategia, Acceso anticipado",10.79,2020,0,801,False,Acción,China
47920,Shift 2 Unleashed,Slightly Mad Studios,Carreras,0.0,2011,84,2318,False,Deportes,Reino Unido
547880,Alien Invasion Tower Defense,guyhezi,"Acción, Indie, Estrategia",1.99,2016,0,0,False,Acción,Desconocido
1719460,My Furry Dictator 🐾,Dirty Fox Games,"Aventura, Casual, Indie",4.99,2021,0,293,False,Aventura,Desconocido
388080,Borderless Gaming,AndrewMD5,"Acción, Utilidades",6.89,2015,0,4221,False,Acción,Desconocido
698320,NanoScape,SnowFlame,"Acción, Casual, Indie",0.99,2017,0,0,False,Acción,Desconocido
403860,ALPAGES : THE FIVE BOOKS,Nicolas Bernard,"Acción, Aventura, Indie",0.99,2015,0,170,False,Acción,Suiza
726720,Marble Run,PS Games,"Indie, Simuladores",3.99,2017,0,0,False,Simulación,Japón
3508770,Haydee 3,Haydee Interactive,"Acción, Aventura, Indie",28.99,2025,0,295,False,Acción,Desconocido
635520,Phantasmat: The Endless Night Collector's Edition,Eipix Entertainment,"Aventura, Casual",19.5,2017,0,0,False,Aventura,Desconocido
1944790,Train Sim World® 3,Dovetail Games,Simuladores,24.99,2022,0,3908,False,Simulación,Reino Unido
264060,Full Bore,Whole Hog Games,"Aventura, Casual, Indie",14.99,2014,72,0,False,Aventura,Desconocido
490860,DashBored,Fading Club,"Aventura, Indie, Rol",4.99,2016,0,0,False,Aventura,Desconocido
35500,Cities XL Limited Edition,Monte Cristo,Simuladores,0.0,2009,69,0,False,Simulación,Japón
816490,Hidden Paws,Manic Hyena,"Casual, Indie",2.99,2018,0,850,False,Acción,Desconocido
787100,Homeworld Defense,Krylov Viktor,"Acción, Aventura, Indie, Estrategia",0.99,2018,0,0,False,Acción,Rusia
60800,Numen: Contest of Heroes,CINEMAX GAMES,Rol,1.79,2010,0,148,False,Acción,Desconocido
911680,REZ PLZ,Long Neck Games,"Acción, Aventura, Indie",12.49,2020,75,0,False,Acción,Desconocido
699930,Freshly fried shrimps seemed hot additionally named noth,aomin-meiho,"Indie, Rol",4.99,2017,0,0,False,Rpg,Desconocido
532660,Exteria,Mysteria Studio,"Acción, Indie",1.89,2016,0,0,False,Acción,Desconocido
817120,HAMMY,Ammonite Design Studios Ltd,"Acción, Casual, Indie",0.99,2018,0,0,False,Acción,Reino Unido
281750,Munin,Gojira,"Aventura, Casual, Indie",4.99,2014,68,775,False,Aventura,Francia
8850,BioShock® 2,2K Marin,Acción,19.99,2010,88,11277,False,Acción,España
800650,The Last Operator,Mean Mutt Interactive,"Acción, Free to Play",0.0,2018,0,0,True,Acción,Desconocido
371300,Knee Deep,Prologue Games,"Aventura, Indie",19.99,2015,0,111,False,Aventura,Desconocido
668460,RoboZone,IteraLabs,"Acción, Casual",1.99,2017,0,0,False,Acción,Desconocido
370770,Holodrive,BitCake Studio,"Acción, Indie, Free to Play",0.0,2021,0,0,True,Acción,Desconocido
1182900,A Plague Tale: Requiem,Asobo Studio,"Acción, Aventura",49.99,2022,82,18207,False,Acción,Francia
361350,Skyhook,Megastorm Games,"Acción, Indie",3.99,2016,0,108,False,Acción,Desconocido
1839880,King Of The Castle,Tributary Games,"Casual, Indie, Estrategia",3.39,2023,0,1365,False,Estrategia,Desconocido
37100,Aztaka,Citeremis Inc.,"Acción, Indie, Rol",0.0,2009,0,106,False,Acción,Desconocido
849620,Trivia Vault: Celebrity Trivia,Ripknot Systems,"Acción, Casual, Simuladores, Estrategia",13.79,2018,0,0,False,Acción,Desconocido
2322010,God of War Ragnarök,Santa Monica Studio,"Acción, Aventura, Rol",59.99,2024,90,28129,False,Acción,Estados Unidos
388540,Dr. Bulbaceous,Wetgenes,"Casual, Indie",3.99,2015,0,0,False,Acción,Desconocido
1825210,DESTRUCTURE: Among Debris,Team Instant Defeat,"Acción, Casual, Indie",1.75,2023,0,143,False,Acción,Desconocido
244090,Sid Meier’s Ace Patrol: Pacific Skies,Firaxis Games,"Casual, Estrategia",4.99,2013,0,216,False,Estrategia,Estados Unidos
466210,Race & Destroy,AngryAngelGames,"Acción, Casual, Indie, Carreras, Simuladores, Deportes",9.99,2016,0,0,False,Acción,Desconocido
1363850,LO IMPOSIBLE,IMPOSSIBLE INC,"Acción, Aventura, Casual, Indie, Rol, Simuladores",4.99,2020,0,485,False,Aventura,Desconocido
805550,Assetto Corsa Competizione,Kunos Simulazioni,"Carreras, Simuladores, Deportes",39.99,2019,77,30603,False,Deportes,Italia
205100,Dishonored,Arkane Studios,"Acción, Aventura",9.99,2012,91,64645,False,Acción,Francia
725280,Psi Project,Vyacheslav Shilikhin,"Acción, Aventura, Indie, Simuladores",0.99,2017,0,0,False,Aventura,Rusia
648800,Raft,Redbeet Interactive,"Aventura, Indie, Simuladores",19.99,2022,0,312866,False,Aventura,Reino Unido
813700,Sakura Sadist,Winged Cloud,Simuladores,9.99,2018,0,309,False,Simulación,Japón
643260,Break Stuff With Coins,MKJ Interactive,"Acción, Indie",6.59,2018,0,0,False,Acción,Desconocido
1449280,Ghostbusters: The Video Game Remastered,Saber Interactive,Acción,24.99,2020,0,1874,False,Acción,Rusia
1659800,Sweet House,Bambuseae Games,"Casual, Indie",1.99,2021,0,400,False,Acción,Desconocido
1221080,Strip 4: Classmate Study,Spicy,"Casual, Indie, Simuladores",1.99,2020,0,367,False,Simulación,Desconocido
690250,Judge Dredd 95,Probe Software,Acción,0.0,2018,0,0,False,Acción,Desconocido
1140630,Red Wings: Aces of the Sky,All in! Games,"Acción, Indie",19.5,2020,0,0,False,Acción,Desconocido
511810,CHEXS,Turnopia,Estrategia,7.99,2016,0,0,False,Estrategia,Desconocido
253290,FOTONICA,Santa Ragione,"Acción, Indie",2.24,2014,71,643,False,Acción,Italia
451570,Demetrios - The BIG Cynical Adventure,COWCAT,"Aventura, Casual, Indie",9.99,2016,72,299,False,Aventura,Desconocido
1531250,Defend the Rook,One Up Plus,"Indie, Rol, Estrategia",14.99,2021,0,186,False,Estrategia,Japón
420500,Rynn's Adventure: Trouble in the Enchanted Forest,Arcane Four Studios,"Acción, Aventura, Indie",9.99,2016,0,0,False,Acción,Desconocido
320670,Season Match 3 - Curse of the Witch Crow,URSE Games,"Aventura, Casual",4.99,2014,0,148,False,Aventura,Desconocido
559130,Inner Voices,Sigma Games,"Aventura, Indie",9.99,2017,0,0,False,Aventura,Desconocido
603260,The Cat Games,M. Hanka,"Acción, Casual, Indie, Simuladores, Deportes",1.99,2017,0,853,False,Acción,República Checa
1232180,Sakuya Izayoi Te Aconseja y Hace un Dab,Sigyaad Team,Casual,0.99,2020,0,1902,False,Acción,Desconocido
1342100,Evening Starter,baron sengia,"Acción, Aventura, Indie, Rol",12.49,2021,0,127,False,Acción,Indonesia
7770,X-COM: Enforcer,"MicroProse Software, Inc",Estrategia,4.99,2008,65,302,False,Estrategia,Estados Unidos
252710,The Last Express Gold Edition,Dotemu,Aventura,6.99,2013,82,314,False,Aventura,Francia
2396060,Survivor - Castaway Island,Magic Pockets,"Aventura, Deportes",24.99,2023,0,0,False,Aventura,Desconocido
1924820,StudioS Fighters: Climax Champions,StudioS,"Acción, Indie",9.75,2022,0,0,False,Acción,Desconocido
425580,The Room Two,Fireproof Games,"Aventura, Indie",4.99,2016,0,20369,False,Aventura,Desconocido
800320,Cubic Color,XiNFiNiTY Games,"Acción, Casual, Indie",0.99,2018,0,0,False,Acción,Desconocido
635260,CarX Drift Racing Online,"CarX Technologies, LLC","Multijugador masivo, Carreras, Simuladores, Deportes",14.79,2017,0,81018,False,Deportes,Rusia
654900,qop,Quiet River,"Casual, Indie",1.99,2017,0,1074,False,Acción,Desconocido
603360,CryptoMoneya,azimuth team,"Casual, Indie",1.99,2017,0,183,False,Acción,Desconocido
771710,.T.E.S.T: Expected Behaviour — Sci-Fi 3D Puzzle Quest,Veslo Games,"Acción, Aventura, Indie, Simuladores",4.99,2018,0,0,False,Aventura,Desconocido
536780,Lost Grimoires: Stolen Kingdom,World-Loom,"Aventura, Casual",2.95,2016,0,190,False,Aventura,Desconocido
563360,Market Tycoon,Protection Games,"Casual, Indie, Rol, Simuladores, Estrategia, Acceso anticipado",9.75,2017,0,344,False,Estrategia,Desconocido
1990260,Phantom Tentacle,LSP GAME,"Aventura, Rol",1.19,2023,0,623,False,Rpg,Desconocido
544410,Potioneer: The VR Gardening Simulator,Focus on Fun Games,"Aventura, Casual, Indie, Simuladores, Acceso anticipado",8.19,2016,0,0,False,Aventura,Desconocido
388090,Five Nights at Freddy's 4,Scott Cawthon,"Acción, Indie, Estrategia",7.99,2015,51,14923,False,Acción,Estados Unidos
252070,Gimbal,8888888 LABS,"Acción, Indie",14.79,2013,0,129,False,Acción,Desconocido
2354600,Renfield: Bring Your Own Blood,Mega Cat Studios,"Acción, Casual, Indie",4.99,2023,0,718,False,Acción,Desconocido
1166290,Death and Taxes,Placeholder Gameworks,"Aventura, Casual, Indie, Simuladores, Estrategia",11.99,2020,0,7405,False,Aventura,Desconocido
292400,Unrest,Pyrodactyl,"Aventura, Indie, Rol",9.75,2014,65,115,False,Aventura,Desconocido
1126860,Nauseous Pines,Rail Slave Games,"Aventura, Indie, Simuladores, Estrategia",3.99,2019,0,0,False,Aventura,Desconocido
200510,XCOM: Enemy Unknown,Firaxis Games,Estrategia,19.99,2012,89,39735,False,Estrategia,Estados Unidos
536930,MOBIUS FINAL FANTASY™,Square Enix,"Free to Play, Rol",0.0,2017,0,1308,False,Rpg,Japón
489220,Unforgiving Trials: The Darkest Crusade,Amaterasu Software,"Aventura, Indie, Rol",0.99,2016,0,0,False,Aventura,Japón
492220,Bohemian Killing,The Moonwalls,"Aventura, Indie",12.99,2016,55,111,False,Aventura,Desconocido
950700,VICCP,quasardeep,"Aventura, Casual, Indie, Simuladores",2.49,2019,0,167,False,Aventura,Desconocido
511490,Malavision: The Beginning,Waraní Studios,"Aventura, Indie",3.99,2016,0,0,False,Aventura,México
513510,Intralism,KHB-Soft,"Acción, Casual, Indie",2.99,2016,0,4307,False,Acción,Desconocido
2463980,Werewolf: The Apocalypse — Purgatory,Different Tales,"Aventura, Rol, Simuladores",13.99,2024,0,0,False,Rpg,Desconocido
3169070,Laundromat Simulator,Mammalian Machine,"Casual, Indie, Simuladores",12.79,2024,0,108,False,Simulación,Desconocido
375330,Butsbal,Xtase Studios,"Acción, Indie",0.0,2015,0,0,True,Acción,Desconocido
1358530,Saint Kotar,The-Mark Entertainment,"Aventura, Indie",19.99,2021,0,186,False,Aventura,Desconocido
12790,Damnation,Blue Omega Entertainment,"Acción, Aventura",0.0,2009,41,253,False,Acción,Japón
491160,GemBreak,Ballista Studios IVS,"Acción, Casual",1.99,2016,0,0,False,Acción,Desconocido
3886870,Harem Fantasy,Sweet Buns Games,"Aventura, Indie, Rol, Simuladores",11.79,2026,0,188,False,Aventura,Desconocido
280460,Pulstar,Concave Studio,"Acción, Indie",0.0,2014,0,0,False,Acción,Desconocido
359300,Death Pirate,Singe Studio,"Acción, Aventura, Indie, Rol",3.99,2015,0,0,False,Acción,Corea del Sur
815620,Cyber Escape,Fogbound,"Acción, Indie, Carreras",2.99,2018,0,0,False,Acción,Desconocido
410440,Vertigo Void,James de Silva,"Casual, Indie",4.99,2015,0,0,False,Acción,Desconocido
658700,V-Rally 4,KT Racing,Carreras,2.99,2018,0,613,False,Deportes,Bélgica
587330,MARS SIMULATOR - RED PLANET,Stonehill Games,"Casual, Simuladores",7.99,2017,0,0,False,Simulación,Desconocido
933770,Star Sky 3,Mårten Jonsson,"Aventura, Casual, Indie, Simuladores",1.31,2018,0,0,False,Aventura,Suecia
348430,Quell Reflect,Fallen Tree Games Ltd,Indie,3.99,2015,0,126,False,Acción,Desconocido
498360,Puzzle Nebula,Multiverse Games,"Casual, Indie",2.99,2016,0,0,False,Acción,Desconocido
859640,Along Together,Turbo Button,"Aventura, Indie",12.49,2018,0,0,False,Aventura,Desconocido
511250,Cloudbase Prime,Floating Island Games,"Acción, Aventura, Indie",9.99,2017,0,0,False,Acción,Desconocido
450570,Roadworks Simulator,United Independent Entertainment,"Casual, Simuladores",2.99,2016,0,0,False,Simulación,Desconocido
446380,Sophie's Curse,TrerPlay,"Casual, Indie, Simuladores",4.99,2016,0,390,False,Simulación,Reino Unido
1984190,Genopanic,Mobirate,"Acción, Aventura, Casual, Indie",8.79,2024,0,249,False,Aventura,Hong Kong
425300,Super Button Soccer,LIGA - Laboratório de Inovação de Games e Apps,"Casual, Deportes",6.99,2016,0,0,False,Deportes,Brasil
3555700,Liar Game,Kark Project,"Casual, Indie, Rol, Estrategia",2.99,2025,0,0,False,Estrategia,Desconocido
207710,Bumbledore,Nimbly Games,"Casual, Indie, Estrategia",3.99,2012,0,0,False,Estrategia,Desconocido
2309400,The Devourer: Hunted Souls,ZTEK Studio,"Acción, Aventura, Indie, Acceso anticipado",9.99,2023,0,496,False,Acción,Desconocido
330660,Luna's Wandering Stars,Serenity Forge,"Acción, Indie, Simuladores",0.99,2015,0,0,False,Acción,Desconocido
1322290,The Case Book of Arne,Vaka Game Magazine,"Aventura, Indie, Rol",8.19,2020,0,322,False,Aventura,Japón
377570,Space Drifters 2D,Matthew Coyle,Indie,0.99,2016,0,0,False,Acción,Desconocido
467760,Trapper's Delight,Shrimpcave Industries,"Acción, Casual, Estrategia",6.59,2018,0,244,False,Acción,Desconocido
698950,Chaos and the White Robot,SDF games,"Acción, Casual, Indie",0.79,2017,0,0,False,Acción,Desconocido
