appid,name,developer,genres_steam,price,country,genre,release_year,metacritic_score,total_recommendations,is_free
227020,Rise of Venice,Gaming Minds Studios,"Simuladores, Estrategia",19.99,,,2013,66,332,False
1022710,Conglomerate 451,RuneHeads,"Indie, Rol",19.99,,,2020,60,143,False
433840,Trulon: The Shadow Engine,Kyy Games,"Indie, Rol, Estrategia",2.59,,,2016,0,0,False
864060,Marble It Up! Ultra,Blueteak,"Acción, Casual, Indie, Carreras",29.99,,,2018,0,1027,False
342240,SCHAR: Blue Shield Alliance,Brainshape Games,"Acción, Indie",3.99,,,2015,0,0,False
32760,Tachyon: The Fringe,NovaLogic,Simuladores,9.99,,,2009,0,224,False
436000,Lovely Planet Arcade,quicktequila,"Acción, Aventura, Casual, Indie",1.17,,,2016,78,0,False
388620,DungeonUp,Clewcat Games,"Aventura, Indie, Estrategia",0.63,,,2015,0,404,False
595780,Rogue Port - Blue Nightmare,Volens Nolens Games,"Acción, Aventura, Indie, Rol",0.49,,,2017,0,0,False
311210,Call of Duty®: Black Ops III,Treyarch,"Acción, Aventura",59.99,,,2015,73,150389,False
486020,Hero,Bakershah,"Acción, Aventura, Indie",0.49,,,2017,0,109,False
365420,Apollo4x,Digital Entertainment,"Acción, Aventura, Casual, Indie, Rol, Simuladores, Estrategia",0.49,,,2015,0,0,False
258010,Ring Runner: Flight of the Sages,Triple.B.Titles,"Acción, Indie, Rol",4.99,,,2013,75,573,False
39210,FINAL FANTASY XIV Online,Square Enix,"Multijugador masivo, Rol",9.99,,,2014,83,76727,False
422270,City Play,FrameLineNetwork,"Indie, Simuladores, Estrategia",0.0,,,2016,0,0,False
763290,Riddlord: The Consequence,Amrita Studio,"Aventura, Indie",4.99,,,2019,0,0,False
439440,Of Carrots And Blood,Trite Games,"Acción, Casual, Indie",0.99,,,2016,0,0,False
501760,Francisca,Kiddy,"Acción, Aventura, Casual, Indie",0.99,,,2016,0,311,False
257420,Serious Sam 4,Croteam,"Acción, Aventura, Indie",38.99,,,2020,68,15057,False
360970,Heaven Forest NIGHTS,Fabio Ferrara,"Acción, Aventura",0.49,,,2017,0,0,False
314030,Guilty Gear X2 #Reload,Arc System Works,Acción,8.99,,,2014,0,605,False
255340,Escape Goat 2,MagicalTimeBean,"Acción, Casual, Indie",9.99,,,2014,76,207,False
2870,X Rebirth,Egosoft,"Acción, Simuladores",29.99,,,2013,33,5145,False
434530,Flobe,Skinny Jean Death Studios,"Casual, Indie, Estrategia, Acceso anticipado",0.49,,,2016,0,0,False
302440,Roadside Assistance Simulator,Fragment Production Ltd,Simuladores,9.99,,,2014,0,0,False
242820,140,Carlsen Games,"Acción, Indie",4.99,,,2013,80,2034,False
317610,Prophour23,The Secret Pie,"Acción, Indie, Estrategia",9.99,,,2014,0,0,False
553960,Husk,UndeadScout,"Acción, Aventura, Indie",2.03,,,2017,44,157,False
312530,Duck Game,Landon Podbielski,"Acción, Indie",12.99,,,2015,82,25150,False
1515230,LOLLIPOP!,430Games,"Casual, Indie",1.99,,,2021,0,1303,False
863980,ORIX!,AFBIK Studio,"Aventura, Casual, Indie",0.99,,,2018,0,119,False
584800,Civil War: Battle of Petersburg,Cult Software,Estrategia,0.99,,,2017,0,223,False
865360,We Were Here Together,Total Mayhem Games,"Aventura, Casual, Indie",12.99,,,2019,77,14015,False
34800,Chronicles of Mystery: The Scorpio Ritual,City Interactive S.A.,Aventura,4.99,,,2009,62,0,False
215510,Rocketbirds: Hardboiled Chicken,Ratloop Asia,"Aventura, Indie",4.99,,,2012,74,1910,False
416310,Goblin Defenders: Steel‘n’ Wood,Alawar Casual,"Aventura, Casual, Estrategia",2.99,,,2015,0,0,False
369550,Blacksea Odyssey,Blacksea Odyssey,"Acción, Indie",8.99,,,2016,74,0,False
401290,Nusakana,Studio Namaapa,"Aventura, Indie, Rol",7.39,,,2015,0,0,False
289090,Ampu-Tea,ProjectorGames,"Aventura, Casual, Indie, Rol, Simuladores",4.99,,,2014,0,811,False
1812060,Yokai Art: Night Parade of One Hundred Demons,Secret Labo,"Acción, Aventura, Casual, Indie, Estrategia",6.89,,,2022,0,1083,False
593070,Digby Extreme,3 Sprockets,"Acción, Casual, Indie",3.99,,,2017,0,0,False
625940,Tomato Jones 2,HA Studio Ltd.,"Acción, Aventura, Casual, Indie, Simuladores",4.99,,,2017,0,137,False
1536210,Ira,ABShot,"Acción, Indie",19.5,,,2023,0,139,False
600530,Kautic - The Bald Wizard,Bad Coffee Games,"Acción, Aventura, Indie",1.99,,,2017,0,0,False
108500,Vessel,Strange Loop Games,"Acción, Indie, Estrategia",4.99,,,2012,81,422,False
261720,Holy Avatar vs. Maidens of the Dead,Silent Dreams,"Aventura, Casual, Indie, Rol, Estrategia",0.99,,,2014,0,112,False
698540,Dungeon Warfare 2,Valsar,"Indie, Estrategia",12.49,,,2018,0,1103,False
465360,Uprising: Join or Die,Cyclone Studios,"Acción, Estrategia",6.99,,,2016,0,102,False
397600,Viral EX,Fierce Kaiju Ltd,"Acción, Indie",9.99,,,2017,0,0,False
203650,Sonic the Hedgehog 4 - Episode II,SEGA,Aventura,9.99,,,2012,54,1617,False
1003890,Blacksad: Under the Skin,Pendulo Studios,Aventura,19.99,,,2019,0,5109,False
1037020,ScourgeBringer,Flying Oak Games,"Acción, Aventura, Indie",3.39,,,2020,76,2561,False
1920490,The Outer Worlds: Spacer's Choice Edition,Obsidian Entertainment,"Acción, Aventura, Rol",59.99,,,2023,0,2459,False
724640,AuroraBound Deluxe,Final Game Studio,"Casual, Indie, Simuladores",2.99,,,2017,0,0,False
1236300,Resident Evil Re:Verse,"CAPCOM Co., Ltd.",Acción,0.0,,,2022,0,3129,False
359160,TAKEN,Undead Yeti Software,"Acción, Casual, Indie",1.99,,,2015,0,0,False
994730,圣女战旗 Banner of the Maid,Azure Flame Studio,"Indie, Rol, Estrategia",16.99,,,2019,0,6377,False
91810,Ancients of Ooga,Bacon Wrapped Games,"Indie, Casual",8.99,,,2011,0,0,False
407230,Legend of Mysteria RPG,Labyrinthine,"Acción, Aventura, Indie, Rol",1.99,,,2015,0,784,False
1101260,FURRY GIRL PUZZLE,AFBIK Studio,"Aventura, Casual, Indie",0.99,,,2019,0,472,False
416370,Showing Tonight: Mindhunters Incident,phime studio LLC,"Aventura, Casual",4.99,,,2015,0,0,False
1098340,Zup! 9,Quiet River,"Casual, Indie",1.99,,,2019,0,1847,False
743640,Achievement Clicker,OfficialAndy,"Acción, Aventura, Casual, Indie, Simuladores, Estrategia",0.99,,,2017,0,2915,False
929420,Sakura Day 2 Mahjong,Creobit,Casual,14.79,,,2018,0,0,False
355920,Pixel Puzzles 2: Space,Pixel Puzzles,"Casual, Indie, Simuladores, Estrategia",4.99,,,2016,0,0,False
320120,Meadowland,Mårten Jonsson,"Indie, Simuladores",0.87,,,2014,0,0,False
922040,Hamsterdam,Muse Games,"Acción, Indie",3.99,,,2019,0,0,False
2961310,Erocism,Momentum Games,"Aventura, Casual, Indie, Estrategia",4.82,,,2024,0,0,False
1420830,Happy Numbers,HappyGames,"Casual, Indie",1.99,,,2020,0,415,False
601430,The Evil Within 2,Tango Gameworks,"Acción, Aventura",29.99,,,2017,80,19193,False
250030,Lilly Looking Through,Geeta Games,"Aventura, Indie",8.99,,,2013,71,197,False
2096600,Crysis 2 Remastered,Crytek,Acción,29.99,,,2022,0,8054,False
851520,Trivia Vault: TV Trivia,Ripknot Systems,"Acción, Casual, Simuladores, Estrategia",13.79,,,2018,0,0,False
663390,Rento Fortune: Online Dice Board Game (大富翁),LAN - GAMES LTD,"Casual, Indie, Multijugador masivo, Estrategia",4.99,,,2017,0,3034,False
1446330,100 hidden snails,Anatoliy Loginovskikh,"Casual, Indie",0.59,,,2020,0,516,False
91700,E.Y.E: Divine Cybermancy,Streum On Studio,"Acción, Indie, Rol",9.75,,,2011,0,6234,False
1164060,The Last Show of Mr. Chardish,Punk Notion,"Acción, Aventura, Casual, Indie",9.75,,,2020,79,0,False
24840,Medal of Honor: Airborne,EA Los Angeles,Acción,0.0,,,2009,78,4359,False
24780,SimCity™ 4 Deluxe Edition,EA - Maxis,"Simuladores, Estrategia",19.99,,,2010,0,8230,False
2138180,晨海星澜 - 追忆篇,晨海星澜游戏工作室/Morning Starland,"Aventura, Casual, Indie, Rol, Estrategia",8.79,,,2024,0,0,False
250180,METAL SLUG 3,SNK CORPORATION,Acción,6.99,,,2014,0,6718,False
745370,Purple Heart,Artalasky,"Aventura, Indie",16.79,,,2017,0,0,False
322500,SUPERHOT,SUPERHOT Team,"Acción, Indie",22.49,,,2016,82,27189,False
446050,Operation KREEP,Magic Item Tech,"Acción, Indie",2.99,,,2016,0,0,False
371370,Advent,Omega Games,Rol,0.0,,,2015,0,0,True
1058020,"STAR WARS™ Battlefront (Classic, 2004)",Pandemic Studios,Acción,9.75,,,2019,0,4090,False
521330,Skull Ball Heroes,"Strength in Numbers Studios, Inc","Acción, Casual, Free to Play, Indie, Deportes, Acceso anticipado",0.0,,,2016,0,0,True
7530,Two Worlds II Castle Defense,Reality Pump Studios,Estrategia,9.75,,,2011,0,304,False
304410,Hexcells Infinite,Matthew Brown,"Casual, Indie, Estrategia",4.99,,,2014,0,4039,False
358350,Secret Agent,Apogee Entertainment,Acción,4.99,,,2014,0,0,False
269850,Get Packed: Fully Loaded,Moonshine Studios,"Acción, Casual, Indie",1.67,,,2021,0,0,False
578720,A Mortician's Tale,Laundry Bear Games,"Casual, Indie",8.19,,,2017,78,744,False
804490,Creed: Rise to Glory™,Survios,"Acción, Indie, Simuladores, Deportes",24.99,,,2018,0,1654,False
255300,Journey of a Roach,Koboldgames,"Aventura, Indie",6.99,,,2013,65,1467,False
580680,CYBER JOLT (VR),Deceptive Games,"Acción, Casual, Indie, Carreras",0.89,,,2017,0,0,False
378350,Chromadrome 2,Alpha72 Games,"Acción, Carreras",2.99,,,2017,0,0,False
1237970,Titanfall® 2,Respawn Entertainment,Acción,29.99,,,2020,86,242917,False
284750,Enigmatis: The Ghosts of Maple Creek,Artifex Mundi,"Aventura, Casual",2.95,,,2014,0,1304,False
291650,Pillars of Eternity,Obsidian Entertainment,Rol,36.99,,,2015,89,16471,False
487580,Ludo Supremo,EnsenaSoft,Casual,1.59,,,2016,0,0,False
1001980,Archeo: Shinar,Artists Entertainment,"Indie, Simuladores, Estrategia",10.79,,,2019,0,0,False
705020,Bottom of the 9th,Handelabra Games Inc.,"Indie, Deportes, Estrategia",0.99,,,2017,0,0,False
485690,Hope Lake,Far Mills,"Aventura, Casual, Indie",7.99,,,2016,0,490,False
542400,Pixel Gladiator,Flying Islands Team,"Acción, Indie",4.99,,,2017,0,358,False
375820,Human Resource Machine,Tomorrow Corporation,"Casual, Indie, Simuladores",14.79,,,2015,78,3196,False
383750,Funk of Titans,A Crowd of Monsters,"Acción, Aventura, Casual",6.99,,,2015,0,0,False
248550,Megabyte Punch,Team Reptile,"Acción, Aventura, Indie",13.99,,,2013,69,405,False
513710,SCUM,Gamepires,"Acción, Aventura, Indie, Multijugador masivo",44.99,,,2025,0,95402,False
260730,Desperados: Wanted Dead or Alive,Spellbound,"Acción, Estrategia",4.99,,,2013,78,2036,False
625980,Yomawari: Midnight Shadows,"Nippon Ichi Software, Inc.","Aventura, Estrategia",19.99,,,2017,0,829,False
452510,UNDER NIGHT IN-BIRTH Exe:Late,FRENCH-BREAD,Acción,27.99,,,2016,0,744,False
1048920,The Jolly Gang's Misadventures in Africa / Масяня в полной Африке,Alawar Stargaze,"Aventura, Casual, Indie",5.69,,,2019,0,242,False
1566060,Señorita Peluda,빌리 헤링턴,"Acción, Aventura, Casual, Indie, Rol, Estrategia",0.99,,,2021,0,1907,False
391180,Ladra,Bright Flask Games,"Acción, Aventura, Indie",4.99,,,2015,0,0,False
527790,Cranium Conundrum,Falling Star Games,"Aventura, Casual, Indie, Acceso anticipado",5.89,,,2016,0,0,False
550600,Sphere Complex,OC Game Studio,"Acción, Casual, Indie, Carreras, Simuladores",4.99,,,2016,0,0,False
771010,Containment,Finite Reflection Studios,"Casual, Indie, Simuladores, Estrategia",1.99,,,2018,0,0,False
371710,Age of Castles: Warlords,Anarchy Enterprises,"Casual, Indie, Simuladores, Estrategia",2.99,,,2015,0,0,False
390870,Circuit Breakers,Triverske,Acción,6.99,,,2015,0,0,False
250620,Among the Sleep - Enhanced Edition,Krillbite Studio,"Acción, Aventura, Indie",4.24,,,2014,66,6047,False
371420,Teddy Floppy Ear - The Race,Forever Entertainment S. A.,"Indie, Carreras, Simuladores, Deportes",0.0,,,2015,0,675,False
625960,Stoneshard,Ink Stains Games,"Aventura, Indie, Rol, Estrategia, Acceso anticipado",18.74,,,2020,0,31713,False
661000,Flow:The Sliding,Cubamano,"Casual, Indie",3.99,,,2017,0,112,False
306680,Lexica,d3t,"Casual, Indie",4.99,,,2014,0,205,False
469730,Super Mega Neo Pug,SnowFlame,"Acción, Casual, Indie",0.99,,,2016,0,426,False
346630,Plazma Being,Hedge Knight Games,"Acción, Aventura, Indie",1.99,,,2015,0,309,False
263820,EvilQuest,Chaosoft Games,"Acción, Aventura, Indie, Rol",1.99,,,2014,0,511,False
527750,Merger 3D,Mahhaon,"Acción, Indie",2.99,,,2016,0,0,False
254100,World War II: Panzer Claws,Desconocido,Estrategia,6.89,,,2013,61,120,False
1216880,Risen Kingdom,MyDreamForever,"Indie, Estrategia",2.99,,,2020,0,410,False
582210,VRemin (Virtual Reality Theremin),hOSHI,Simuladores,0.99,,,2017,0,0,False
1098270,ColdSide,AdroVGames,"Aventura, Indie",6.59,,,2020,0,479,False
809890,Shining Resonance Refrain,SEGA,"Aventura, Rol",29.99,,,2018,68,900,False
310890,Breach & Clear: Deadline Rebirth (2016),Mighty Rabbit Studios,"Acción, Indie, Rol, Estrategia",9.99,,,2015,0,709,False
9850,Codename: Panzers - Cold War,InnoGlow,"Simuladores, Estrategia",14.99,,,2009,0,217,False
949230,Cities: Skylines II,Iceflake Studios,Simuladores,49.99,,,2023,0,58878,False
402040,The Guest,Team Gotham,"Aventura, Indie",9.99,,,2016,68,823,False
678960,CODE VEIN,Bandai Namco Studios,"Acción, Rol",49.99,,,2019,72,45247,False
206020,Avernum 4,Spiderweb Software,"Rol, Indie",4.99,,,2012,0,0,False
46510,Syberia II,Microids,Aventura,12.99,,,2011,80,1656,False
367030,Lootfest,vikingfabian.com,"Casual, Indie, Acceso anticipado",0.0,,,2015,0,0,True
639770,UNTITLED,Bean Boy Games,Indie,0.0,,,2017,0,0,True
2321470,Deep Rock Galactic: Survivor,Funday Games,Acción,9.09,,,2025,0,44325,False
820030,Picross Fairytale - nonogram: Red Riding Hood secret,Somer Games,"Aventura, Casual, Indie",4.43,,,2018,0,231,False
254700,Resident Evil 4 (2005),Capcom,"Acción, Aventura",19.99,,,2014,79,72027,False
929120,Hop Step Sing! Nozokanaide Naked Heart (HQ Edition),Kodansha,Casual,6.89,,,2018,0,0,False
389740,D/Generation HD,West Coast Software,Aventura,8.19,,,2015,0,0,False
931280,Iron Marines,Ironhide Game Studio,"Acción, Casual, Indie, Estrategia",4.37,,,2019,0,1679,False
11240,Space Trader: Merchant Marine,Desconocido,"Acción, Indie, Estrategia",4.99,,,2008,0,447,False
585690,Minimalism,PixelMouse,"Acción, Aventura, Casual, Indie",0.49,,,2017,0,2344,False
44690,GT Legends,SimBin Studios AB,"Carreras, Simuladores, Deportes",7.79,,,2012,84,209,False
595440,CPU Invaders,Microblast Games,"Casual, Indie",29.99,,,2017,0,498,False
248610,Door Kickers,KillHouse Games,"Acción, Indie, Simuladores, Estrategia",18.99,,,2014,83,7964,False
322990,Black Viper: Sophia's Fate,IV Productions,"Aventura, Casual, Indie",9.99,,,2014,0,0,False
487430,KARAKARA,calme,"Casual, Indie",9.75,,,2016,0,1032,False
438000,PIXELMAN,Kindermann Corp.,"Acción, Casual, Indie",1.99,,,2018,0,220,False
393240,Sir! I'd Like To Report A Bug!,Lord Puggington Games,"Acción, Indie",0.99,,,2015,0,0,False
365800,AdvertCity,VoxelStorm,"Indie, Simuladores, Estrategia",4.99,,,2015,0,0,False
330020,Children of Morta,Dead Mage,"Acción, Aventura, Indie, Rol",21.99,,,2019,82,17567,False
804600,Trivia Vault Football Trivia,Ripknot Systems,Casual,13.79,,,2018,0,0,False
1719460,My Furry Dictator 🐾,Dirty Fox Games,"Aventura, Casual, Indie",4.99,,,2021,0,293,False
417390,MAGIX Samplitude Music Studio 2016,MAGIX Software GmbH,Sin Género,0.0,,,2015,0,0,False
2289130,Weekend Warriors MMA,MDickie,"Acción, Simuladores, Deportes, Estrategia",5.99,,,2023,0,0,False
3270,Painkiller Overdose,Mindware Studios,Acción,4.99,,,2007,65,911,False
904540,Indiana Jones® and the Infernal Machine™,LucasArts,"Acción, Aventura",5.89,,,2018,0,443,False
453830,Innoquous 5,Chequered Ink Ltd.,"Acción, Casual, Indie",0.99,,,2016,0,0,False
258220,Blood Knights,Deck 13,"Acción, Rol",9.99,,,2013,0,450,False
386330,HoD: On open seas,Pirate goup media,"Acción, Aventura, Estrategia",0.79,,,2015,0,0,False
1880230,Trigger Witch,Rainbite Ltd,"Acción, Aventura, Indie",12.49,,,2022,0,0,False
878670,Shenmue III,YS NET,"Acción, Aventura",28.99,,,2020,69,1012,False
373810,Hot Pinball Thrills,"Fancy Bytes, Reactor","Casual, Simuladores, Deportes",2.99,,,2015,0,0,False
